Word,Index,Count
whole,204,1
thing,205,1
talking,206,1
makin,207,1
any,208,1
kissed,209,1
worst,210,1
ya,211,1
goin,212,1
leave,213,1
alone,214,1
said,215,1
need,216,1
money,217,1
take,218,1
when,219,1
shell,220,1
fifty,221,1
expect,222,1
price,223,1
hundred,224,1
bucks,225,1
forget,226,1
time,227,1
deal,228,1
act,229,1
human,230,1
lost,231,1
nope,232,1
came,233,1
by,234,1
chat,235,1
hear,236,1
helpin,237,1
verona,238,1
uh,239,1
friend,240,1
random,241,1
look,242,1
block,243,1
e,244,1
slit,245,1
william,246,1
didn,247,1
even,248,1
high,249,1
never,250,1
proven,251,1
neither,252,1
his,253,1
work,254,1
cares,255,1
favor,256,1
seen,257,1
asked,258,1
meet,259,1
mean,260,1
doin,261,1
pig,262,1
yourself,263,1
pick,264,1
friday,265,1
right,266,1
covered,267,1
vomit,268,1
seven,269,1
excuse,270,1
isn,271,1
funny,272,1
only,273,1
fine,274,1
lie,275,1
down,276,1
awhile,277,1
doing,278,1
told,279,1
care,280,1
if,281,1
die,282,1
thought,283,1
above,284,1
wake,285,1
jail,286,1
maybe,287,1
weren,288,1
ask,289,1
should,290,1
start,291,1
father,292,1
wouldn,293,1
approve,294,1
gettin,295,1
heard,296,1
poetry,297,1
reading,298,1
pleasant,299,1
effect,300,1
other,301,1
than,302,1
nothing,303,1
c,304,1
mon,305,1
bad,306,1
try,307,1
lookin,308,1
angle,309,1
put,310,1
foot,311,1
stayin,312,1
soft,313,1
side,314,1
knew,315,1
acting,316,1
way,317,1
yes,318,1
something,319,1
screwed,320,1
disappointed,321,1
state,322,1
duck,323,1
career,324,1
true,325,1
else,326,1
knows,327,1
request,328,1
or,329,1
command,330,1
won,331,1
grandmother,332,1
insurance,333,1
does,334,1
cover,335,1
pms,336,1
punishing,337,1
agree,338,1
making,339,1
decisions,340,1
matter,341,1
parts,342,1
tired,343,1
breathing,344,1
cool,345,1
pictures,346,1
fan,347,1
guess,348,1
too,349,1
enough,350,1
ever,351,1
club,352,1
skunk,353,1
still,354,1
pissed,355,1
love,356,1
thy,357,1
force,358,1
see,359,1
next,360,1
week,361,1
microwave,362,1
anyone,363,1
cry,364,1
today,365,1
helping,366,1
honey,367,1
happened,368,1
daughters,369,1
went,370,1
anything,371,1
absolutely,372,1
devil,373,1
child,374,1
crazy,375,1
life,376,1
others,377,1
follow,378,1
could,379,1
be,380,1
gone,381,1
years,382,1
thank,383,1
usually,384,1
stay,385,1
us,386,1
am,387,1
inside,388,1
may,389,1
whom,390,1
colon,391,1
de,392,1
remember,393,1
letters,394,1
appointment,395,1
west,396,1
explore,397,1
feeling,398,1
ambitious,399,1
defend,400,1
come,401,1
speak,402,1
first,403,1
chief,404,1
says,405,1
thousands,406,1
bring,407,1
also,408,1
medicine,409,1
will,410,1
help,411,1
manage,412,1
jew,413,1
christ,414,1
passion,415,1
cannot,416,1
control,417,1
lies,418,1
nomine,419,1
et,420,1
forgive,421,1
sinned,422,1
believed,423,1
give,424,1
suppose,425,1
both,426,1
men,427,1
older,428,1
worlds,429,1
create,430,1
ocean,431,1
granada,432,1
ignore,433,1
verdict,434,1
surely,435,1
freely,436,1
show,437,1
otherwise,438,1
raise,439,1
wheel,440,1
without,441,1
horse,442,1
read,443,1
twenty,444,1
eight,445,1
immediately,446,1
six,447,1
days,448,1
ago,449,1
must,450,1
mad,451,1
land,452,1
decide,453,1
sanchez,454,1
majesty,455,1
suggest,456,1
replaced,457,1
tolerate,458,1
afraid,459,1
coming,460,1
cigarettes,461,1
paranoia,462,1
these,463,1
alright,464,1
homicide,465,1
cop,466,1
married,467,1
divorced,468,1
place,469,1
somewhere,470,1
.the,471,1
station,472,1
empty,473,1
considered,474,1
becoming,475,1
prostitute,476,1
turn,477,1
tricks,478,1
back,479,1
home,480,1
asking,481,1
eddie,482,1
sorry,483,1
boyfriend,484,1
ludwig,485,1
gay,486,1
jealous,487,1
better,488,1
packed,489,1
coffee,490,1
kitchen,491,1
some,492,1
clothes,493,1
decision,494,1
cause,495,1
origin,496,1
cleaned,497,1
shower,498,1
water,499,1
sports,500,1
.a,501,1
videotape,502,1
deposition,503,1
finished,504,1
gotta,505,1
slow,506,1
vodka,507,1
tonic,508,1
gonna,509,1
lunch,510,1
ready,511,1
looking,512,1
takin,513,1
bath,514,1
.d,515,1
guys,516,1
checked,517,1
hit,518,1
boy,519,1
popular,520,1
sudden,521,1
saying,522,1
watch,523,1
news,524,1
nah,525,1
musta,526,1
missed,527,1
tv,528,1
hmmmm,529,1
polish,530,1
folks,531,1
escort,532,1
service,533,1
got,534,1
ideas,535,1
ride,536,1
along,537,1
fire,538,1
heads,539,1
thirsty,540,1
duty,541,1
talk,542,1
girlfriend,543,1
serious,544,1
.who,545,1
nicky,546,1
kill,547,1
someone,548,1
famous,549,1
asshole,550,1
victims,551,1
bodies,552,1
found,553,1
crime,554,1
scene,555,1
til,556,1
promise,557,1
later,558,1
luck,559,1
late,560,1
keep,561,1
jesus,562,1
sausage,563,1
bones,564,1
dog,565,1
food,566,1
proposing,567,1
gun,568,1
czech,569,1
documents,570,1
please,571,1
sir,572,1
weeks,573,1
holiday,574,1
much,575,1
carrying,576,1
five,577,1
dollars,578,1
join,579,1
forward,580,1
problem,581,1
long,582,1
planning,583,1
himself,584,1
english,585,1
fool,586,1
around,587,1
document,588,1
trip,589,1
america,590,1
smell,591,1
chemicals,592,1
.for,593,1
smoking,594,1
drugs,595,1
bathroom,596,1
whatever,597,1
fuck,598,1
shut,599,1
hurt,600,1
shit,601,1
film,602,1
camera,603,1
shot,604,1
sit,605,1
surprise,606,1
spent,607,1
ha,608,1
job,609,1
plumber,610,1
easy,611,1
learn,612,1
robert,613,1
call,614,1
viewer,615,1
tape,616,1
paulie,617,1
kids,618,1
everything,619,1
trying,620,1
ahead,621,1
cheap,622,1
hotel,623,1
movies,624,1
thanks,625,1
appreciate,626,1
evidence,627,1
mine,628,1
argue,629,1
collar,630,1
killed,631,1
partner,632,1
department,633,1
firemen,634,1
carry,635,1
guns,636,1
again,637,1
used,638,1
kind,639,1
woulda,640,1
locked,641,1
mouth,642,1
clean,643,1
blow,644,1
nose,645,1
stand,646,1
livin,647,1
question,648,1
bobby,649,1
hurts,650,1
aw,651,1
lay,652,1
outta,653,1
hell,654,1
continued,655,1
wonderful,656,1
sec,657,1
salary,658,1
really,659,1
very,660,1
unlikely,661,1
almost,662,1
inconceivable,663,1
impossible,664,1
morning,665,1
awake,666,1
hal,667,1
misunderstanding,668,1
worry,669,1
confidence,670,1
fully,671,1
restored,672,1
frank,673,1
dangerous,674,1
operation,675,1
explanation,676,1
having,677,1
sweetheart,678,1
three,679,1
darling,680,1
mommy,681,1
mrs,682,1
brown,683,1
bye,684,1
goodbye,685,1
such,686,1
delightful,687,1
age,688,1
gregor,689,1
shall,690,1
through,691,1
quite,692,1
glad,693,1
arms,694,1
secure,695,1
roger,696,1
understand,697,1
maintain,698,1
normal,699,1
.v,700,1
condition,701,1
check,702,1
airlock,703,1
doors,704,1
car,705,1
name,706,1
hammond,707,1
wash,708,1
em,709,1
battery,710,1
black,711,1
russian,712,1
shoulda,713,1
stole,714,1
truck,715,1
big,716,1
convict,717,1
drive,718,1
ain,719,1
yet,720,1
whaddya,721,1
buy,722,1
pay,723,1
dummy,724,1
paid,725,1
hurry,726,1
waiting,727,1
quit,728,1
bein,729,1
priest,730,1
somethin,731,1
visitors,732,1
chance,733,1
corridor,734,1
lot,735,1
protect,736,1
bullshit,737,1
luther,738,1
part,739,1
gang,740,1
talkin,741,1
jack,742,1
works,743,1
mission,744,1
district,745,1
find,746,1
indian,747,1
details,748,1
nights,749,1
billy,750,1
half,751,1
million,752,1
split,753,1
likely,754,1
move,755,1
notice,756,1
bus,757,1
four,758,1
stops,759,1
closing,760,1
play,761,1
maker,762,1
botherin,763,1
besides,764,1
losin,765,1
bell,766,1
pulled,767,1
trigger,768,1
yards,769,1
couldn,770,1
same,771,1
dick,772,1
tracy,773,1
wrong,774,1
red,775,1
heading,776,1
hopeless,777,1
wet,778,1
day,779,1
nice,780,1
favorites,781,1
made,782,1
front,783,1
page,784,1
wait,785,1
second,786,1
hello,787,1
hiya,788,1
kid,789,1
hours,790,1
hard,791,1
bull,792,1
stall,793,1
complain,794,1
times,795,1
partners,796,1
break,797,1
outside,798,1
naw,799,1
mess,800,1
bills,801,1
credit,802,1
business,803,1
leeloo,804,1
corn,805,1
laughing,806,1
small,807,1
san,808,1
bet,809,1
case,810,1
stolen,811,1
.we,812,1
saved,813,1
fucked,814,1
monster,815,1
weddings,816,1
floor,817,1
congratulations,818,1
brought,819,1
noticed,820,1
family,821,1
exception,822,1
means,823,1
permission,824,1
save,825,1
world,826,1
course,827,1
trouble,828,1
stop,829,1
miracle,830,1
perfect,831,1
bud,832,1
finger,833,1
picture,834,1
least,835,1
dreams,836,1
shan,837,1
.what,838,1
returns,839,1
lord,840,1
listening,841,1
ma,842,1
together,843,1
.not,844,1
bag,845,1
fuel,846,1
level,847,1
x,848,1
goddamn,849,1
nightmare,850,1
police,851,1
action,852,1
.hi,853,1
fly,854,1
cab,855,1
song,856,1
open,857,1
messages,858,1
best,859,1
eh,860,1
.shit,861,1
wife,862,1
fit,863,1
.you,864,1
welcome,865,1
cornelius,866,1
learning,867,1
language,868,1
ok,869,1
angel,870,1
.like,871,1
cash,872,1
survived,873,1
cell,874,1
identified,875,1
solid,876,1
elephant,877,1
aboard,878,1
ship,879,1
landed,880,1
desert,881,1
left,882,1
mr,883,1
president,884,1
options,885,1
our,886,1
clothing,887,1
accusing,888,1
amy,889,1
killing,890,1
calling,891,1
christian,892,1
harder,893,1
snuff,894,1
mister,895,1
telling,896,1
dino,897,1
nobody,898,1
promised,899,1
machine,900,1
fellow,901,1
investor,902,1
hmm,903,1
consider,904,1
rather,905,1
shy,906,1
brooklyn,907,1
excellent,908,1
women,909,1
tom,910,1
figured,911,1
information,912,1
celebrity,913,1
films,914,1
bore,915,1
questions,916,1
recognize,917,1
pattern,918,1
each,919,1
fucking,920,1
cocksucker,921,1
absolute,922,1
zero,923,1
buried,924,1
sort,925,1
private,926,1
investigator,927,1
friends,928,1
except,929,1
willing,930,1
commit,931,1
murder,932,1
incredibly,933,1
obvious,934,1
over,935,1
limit,936,1
working,937,1
eye,938,1
shaft,939,1
books,940,1
pops,941,1
education,942,1
begins,943,1
parents,944,1
yours,945,1
specialty,946,1
product,947,1
sell,948,1
their,949,1
presidential,950,1
suite,951,1
welles,952,1
choice,953,1
missing,954,1
positive,955,1
checks,956,1
odd,957,1
running,958,1
religious,959,1
those,960,1
belongings,961,1
none,962,1
discreet,963,1
accept,964,1
american,965,1
express,966,1
alice,967,1
kincaid,968,1
died,969,1
kristen,970,1
feet,971,1
matching,972,1
luggage,973,1
saw,974,1
double,975,1
shifts,976,1
extra,977,1
rick,978,1
salvation,979,1
freddy,980,1
earth,981,1
stairs,982,1
avoid,983,1
contact,984,1
rest,985,1
dear,986,1
dan,987,1
shouldn,988,1
room,989,1
jacob,990,1
lonely,991,1
hand,992,1
hides,993,1
meeting,994,1
since,995,1
smart,996,1
dad,997,1
mention,998,1
burger,999,1
mark,1000,1
aces,1001,1
baby,1002,1
named,1003,1
already,1004,1
nuts,1005,1
poor,1006,1
woman,1007,1
faint,1008,1
stick,1009,1
invited,1010,1
house,1011,1
flying,1012,1
.this,1013,1
u,1014,1
caught,1015,1
stuck,1016,1
tight,1017,1
skipper,1018,1
gauge,1019,1
sound,1020,1
wonder,1021,1
powell,1022,1
carney,1023,1
.don,1024,1
eyed,1025,1
feel,1026,1
below,1027,1
radiation,1028,1
rising,1029,1
near,1030,1
pole,1031,1
dr,1032,1
damage,1033,1
after,1034,1
torpedo,1035,1
report,1036,1
seconds,1037,1
ram,1038,1
straight,1039,1
knots,1040,1
swell,1041,1
remain,1042,1
therefore,1043,1
quarters,1044,1
another,1045,1
anybody,1046,1
offered,1047,1
fact,1048,1
twombley,1049,1
involved,1050,1
boys,1051,1
fired,1052,1
plan,1053,1
soon,1054,1
spring,1055,1
wade,1056,1
bought,1057,1
ball,1058,1
sox,1059,1
played,1060,1
britain,1061,1
safety,1062,1
sun,1063,1
bastard,1064,1
beams,1065,1
chest,1066,1
whereabouts,1067,1
ambulance,1068,1
lugged,1069,1
stayed,1070,1
blood,1071,1
lawford,1072,1
stupid,1073,1
lots,1074,1
called,1075,1
belongs,1076,1
pop,1077,1
grandpa,1078,1
illegal,1079,1
policeman,1080,1
jill,1081,1
son,1082,1
law,1083,1
damn,1084,1
hunting,1085,1
accident,1086,1
few,1087,1
holding,1088,1
mel,1089,1
gordon,1090,1
interested,1091,1
lillian,1092,1
grown,1093,1
hasn,1094,1
done,1095,1
boots,1096,1
hat,1097,1
while,1098,1
strange,1099,1
sake,1100,1
furnace,1101,1
using,1102,1
sad,1103,1
phone,1104,1
office,1105,1
deer,1106,1
atta,1107,1
pup,1108,1
sleeping,1109,1
margie,1110,1
living,1111,1
bang,1112,1
shooting,1113,1
sleep,1114,1
forgot,1115,1
motive,1116,1
aren,1117,1
duh,1118,1
mom,1119,1
once,1120,1
teasing,1121,1
jim,1122,1
experience,1123,1
lifetime,1124,1
bout,1125,1
hug,1126,1
sweetie,1127,1
slowing,1128,1
maintenance,1129,1
panel,1130,1
pilot,1131,1
being,1132,1
plane,1133,1
walter,1134,1
answering,1135,1
sense,1136,1
ad,1137,1
wrote,1138,1
justice,1139,1
swear,1140,1
special,1141,1
agent,1142,1
helped,1143,1
air,1144,1
speed,1145,1
affirmative,1146,1
secret,1147,1
nine,1148,1
remarkable,1149,1
psychology,1150,1
romeo,1151,1
tower,1152,1
depends,1153,1
perspective,1154,1
maria,1155,1
mitchell,1156,1
pointing,1157,1
ms,1158,1
dies,1159,1
husband,1160,1
behind,1161,1
brutal,1162,1
enjoy,1163,1
administration,1164,1
negotiate,1165,1
pity,1166,1
taste,1167,1
defeat,1168,1
learned,1169,1
necessary,1170,1
moment,1171,1
miss,1172,1
fax,1173,1
machines,1174,1
sending,1175,1
white,1176,1
situation,1177,1
under,1178,1
attack,1179,1
handling,1180,1
ulcers,1181,1
iraq,1182,1
shep,1183,1
hooked,1184,1
into,1185,1
position,1186,1
wish,1187,1
simple,1188,1
story,1189,1
kruger,1190,1
felt,1191,1
large,1192,1
oveur,1193,1
elaine,1194,1
te,1195,1
stopped,1196,1
ted,1197,1
invitations,1198,1
simon,1199,1
taking,1200,1
insane,1201,1
use,1202,1
explain,1203,1
ten,1204,1
minutes,1205,1
until,1206,1
premature,1207,1
happen,1208,1
compute,1209,1
brain,1210,1
complex,1211,1
organ,1212,1
progress,1213,1
doctor,1214,1
program,1215,1
excited,1216,1
straightened,1217,1
captain,1218,1
failure,1219,1
scan,1220,1
r,1221,1
negative,1222,1
repeat,1223,1
analysis,1224,1
possible,1225,1
tits,1226,1
hold,1227,1
passenger,1228,1
joe,1229,1
sixteen,1230,1
bomb,1231,1
b,1232,1
kurtz,1233,1
presume,1234,1
ah,1235,1
cream,1236,1
fish,1237,1
telegram,1238,1
head,1239,1
rain,1240,1
ice,1241,1
sponge,1242,1
rats,1243,1
visitor,1244,1
write,1245,1
every,1246,1
bill,1247,1
randy,1248,1
clarence,1249,1
victor,1250,1
cassandra,1251,1
harcourt,1252,1
breach,1253,1
security,1254,1
personal,1255,1
effects,1256,1
fits,1257,1
end,1258,1
bar,1259,1
matthew,1260,1
george,1261,1
handle,1262,1
screw,1263,1
mother,1264,1
mates,1265,1
season,1266,1
raw,1267,1
ss,1268,1
na,1269,1
todd,1270,1
watson,1271,1
assistant,1272,1
manager,1273,1
routine,1274,1
health,1275,1
ta,1276,1
roll,1277,1
beach,1278,1
taken,1279,1
joshua,1280,1
darlin,1281,1
policy,1282,1
suspicious,1283,1
gave,1284,1
idea,1285,1
movement,1286,1
lock,1287,1
hudson,1288,1
flame,1289,1
units,1290,1
pull,1291,1
plenty,1292,1
leaving,1293,1
bishop,1294,1
bitch,1295,1
rank,1296,1
ripley,1297,1
colony,1298,1
channels,1299,1
drops,1300,1
lieutenant,1301,1
proceed,1302,1
fall,1303,1
hicks,1304,1
tunnel,1305,1
corner,1306,1
seventeen,1307,1
meters,1308,1
lit,1309,1
fu,1310,1
fuckin,1311,1
approach,1312,1
anywhere,1313,1
ellen,1314,1
anytime,1315,1
range,1316,1
seal,1317,1
door,1318,1
terrible,1319,1
casey,1320,1
cross,1321,1
heart,1322,1
different,1323,1
burke,1324,1
dream,1325,1
sixty,1326,1
seventy,1327,1
families,1328,1
grace,1329,1
angry,1330,1
met,1331,1
herr,1332,1
mozart,1333,1
travels,1334,1
fast,1335,1
vienna,1336,1
harem,1337,1
brothel,1338,1
marriage,1339,1
honestly,1340,1
sublime,1341,1
music,1342,1
extremely,1343,1
clever,1344,1
meaning,1345,1
bother,1346,1
lying,1347,1
relieved,1348,1
spoiled,1349,1
conceited,1350,1
fart,1351,1
backwards,1352,1
game,1353,1
tish,1354,1
tee,1355,1
eat,1356,1
borrowed,1357,1
sssh,1358,1
young,1359,1
wolfi,1360,1
gentlemen,1361,1
voices,1362,1
answer,1363,1
reason,1364,1
excellency,1365,1
madame,1366,1
terribly,1367,1
send,1368,1
own,1369,1
originals,1370,1
return,1371,1
interrupting,1372,1
expecting,1373,1
months,1374,1
papa,1375,1
careful,1376,1
adorable,1377,1
behold,1378,1
upstairs,1379,1
michael,1380,1
comes,1381,1
year,1382,1
teacher,1383,1
charming,1384,1
trifle,1385,1
flat,1386,1
interesting,1387,1
opera,1388,1
sire,1389,1
hearing,1390,1
indeed,1391,1
german,1392,1
admit,1393,1
comedy,1394,1
stanzi,1395,1
financial,1396,1
pupils,1397,1
secrets,1398,1
bene,1399,1
lesson,1400,1
writing,1401,1
pains,1402,1
utterly,1403,1
liked,1404,1
borrow,1405,1
mio,1406,1
caro,1407,1
sincere,1408,1
choose,1409,1
daughter,1410,1
grazie,1411,1
signor,1412,1
antonio,1413,1
commission,1414,1
mass,1415,1
ill,1416,1
thinks,1417,1
sick,1418,1
finish,1419,1
begin,1420,1
ended,1421,1
f,1422,1
major,1423,1
suddenly,1424,1
common,1425,1
sing,1426,1
simpler,1427,1
tenor,1428,1
ashamed,1429,1
turkey,1430,1
wishes,1431,1
emperor,1432,1
modesty,1433,1
suit,1434,1
committee,1435,1
baron,1436,1
soul,1437,1
pain,1438,1
regret,1439,1
familiar,1440,1
poisoned,1441,1
body,1442,1
difference,1443,1
setting,1444,1
incredible,1445,1
given,1446,1
anger,1447,1
ballet,1448,1
bravo,1449,1
lady,1450,1
bed,1451,1
hirsch,1452,1
duties,1453,1
wolf,1454,1
alex,1455,1
david,1456,1
werewolf,1457,1
warn,1458,1
strangely,1459,1
faster,1460,1
shortly,1461,1
tea,1462,1
lunatic,1463,1
beg,1464,1
pardon,1465,1
kessler,1466,1
haven,1467,1
eaten,1468,1
hungry,1469,1
feed,1470,1
asleep,1471,1
death,1472,1
mostly,1473,1
proper,1474,1
woke,1475,1
patient,1476,1
awfully,1477,1
dreaming,1478,1
closet,1479,1
lovely,1480,1
bedroom,1481,1
fifteen,1482,1
hallucinating,1483,1
full,1484,1
moon,1485,1
enormous,1486,1
silly,1487,1
simply,1488,1
exist,1489,1
pills,1490,1
committed,1491,1
joke,1492,1
benjamin,1493,1
york,1494,1
hobbs,1495,1
officer,1496,1
quiet,1497,1
everyone,1498,1
hush,1499,1
shhh,1500,1
nurse,1501,1
bambi,1502,1
hospital,1503,1
london,1504,1
witnesses,1505,1
cold,1506,1
jerk,1507,1
assume,1508,1
responsibility,1509,1
group,1510,1
warm,1511,1
pointed,1512,1
star,1513,1
owners,1514,1
texas,1515,1
candles,1516,1
starving,1517,1
apparently,1518,1
beware,1519,1
freezing,1520,1
coyotes,1521,1
england,1522,1
hound,1523,1
heathcliffe,1524,1
moving,1525,1
walking,1526,1
doggie,1527,1
walk,1528,1
sounds,1529,1
far,1530,1
scared,1531,1
shithead,1532,1
debbie,1533,1
cried,1534,1
rudy,1535,1
levine,1536,1
attacked,1537,1
alive,1538,1
probably,1539,1
awful,1540,1
gerald,1541,1
telephone,1542,1
soda,1543,1
nicely,1544,1
hot,1545,1
soup,1546,1
alamo,1547,1
sergeant,1548,1
matt,1549,1
charlie,1550,1
account,1551,1
dickson,1552,1
clark,1553,1
delay,1554,1
discuss,1555,1
board,1556,1
dude,1557,1
invite,1558,1
apartment,1559,1
misunderstood,1560,1
bachelor,1561,1
book,1562,1
john,1563,1
handkerchief,1564,1
happy,1565,1
ummm,1566,1
helen,1567,1
sampson,1568,1
letter,1569,1
uniform,1570,1
blue,1571,1
cost,1572,1
protecting,1573,1
somebody,1574,1
data,1575,1
lobby,1576,1
filled,1577,1
safe,1578,1
mistaken,1579,1
keeping,1580,1
bank,1581,1
yesterday,1582,1
changed,1583,1
eleven,1584,1
o,1585,1
clock,1586,1
fixed,1587,1
everybody,1588,1
lose,1589,1
younger,1590,1
healing,1591,1
sometimes,1592,1
wound,1593,1
smiling,1594,1
uhh,1595,1
bob,1596,1
jimmy,1597,1
grave,1598,1
tougher,1599,1
shoot,1600,1
temper,1601,1
army,1602,1
hang,1603,1
shame,1604,1
hoping,1605,1
lately,1606,1
sayin,1607,1
buddy,1608,1
cousin,1609,1
hands,1610,1
hip,1611,1
cole,1612,1
eyes,1613,1
european,1614,1
james,1615,1
jesse,1616,1
biggest,1617,1
score,1618,1
war,1619,1
hanged,1620,1
soldier,1621,1
smells,1622,1
run,1623,1
general,1624,1
lee,1625,1
dammit,1626,1
trap,1627,1
doc,1628,1
mimms,1629,1
rip,1630,1
pass,1631,1
whisky,1632,1
thinking,1633,1
cannon,1634,1
glass,1635,1
shakespeare,1636,1
bastards,1637,1
face,1638,1
dozen,1639,1
rush,1640,1
um,1641,1
st,1642,1
louis,1643,1
robbing,1644,1
rode,1645,1
screaming,1646,1
web,1647,1
fighting,1648,1
hero,1649,1
fooled,1650,1
hardly,1651,1
mm,1652,1
impression,1653,1
figure,1654,1
charmer,1655,1
railroad,1656,1
upset,1657,1
posters,1658,1
fair,1659,1
drunk,1660,1
sides,1661,1
against,1662,1
y,1663,1
folk,1664,1
boring,1665,1
shush,1666,1
mmmm,1667,1
tease,1668,1
river,1669,1
pirate,1670,1
jewels,1671,1
missy,1672,1
sparkling,1673,1
rocks,1674,1
ones,1675,1
swimming,1676,1
arrested,1677,1
tennessee,1678,1
began,1679,1
spot,1680,1
february,1681,1
mmm,1682,1
worth,1683,1
cocky,1684,1
ahh,1685,1
needs,1686,1
repair,1687,1
church,1688,1
roof,1689,1
though,1690,1
cute,1691,1
burning,1692,1
homes,1693,1
fools,1694,1
pleasure,1695,1
risks,1696,1
final,1697,1
route,1698,1
complete,1699,1
seeing,1700,1
parker,1701,1
jenkins,1702,1
winter,1703,1
intense,1704,1
vengeance,1705,1
.busy,1706,1
pumpkin,1707,1
dating,1708,1
dickweed,1709,1
courtney,1710,1
dinner,1711,1
dorsia,1712,1
donald,1713,1
ignoring,1714,1
goddamnit,1715,1
plain,1716,1
light,1717,1
thanksgiving,1718,1
smoked,1719,1
nicer,1720,1
wedding,1721,1
evelyn,1722,1
rich,1723,1
past,1724,1
shared,1725,1
videotapes,1726,1
picked,1727,1
dated,1728,1
message,1729,1
compliment,1730,1
lives,1731,1
.is,1732,1
.it,1733,1
calm,1734,1
anyway,1735,1
card,1736,1
totally,1737,1
booked,1738,1
class,1739,1
cancel,1740,1
.say,1741,1
.no,1742,1
prettier,1743,1
ye,1744,1
es,1745,1
je,1746,1
detective,1747,1
kimball,1748,1
jean,1749,1
plans,1750,1
coincidence,1751,1
dressed,1752,1
.okay,1753,1
seriously,1754,1
.to,1755,1
afternoon,1756,1
model,1757,1
actor,1758,1
.that,1759,1
dumb,1760,1
saturday,1761,1
paul,1762,1
owen,1763,1
bottle,1764,1
discussion,1765,1
wants,1766,1
kept,1767,1
understandable,1768,1
lime,1769,1
harvard,1770,1
address,1771,1
seem,1772,1
habit,1773,1
smoke,1774,1
.out,1775,1
yacht,1776,1
hung,1777,1
fingerprints,1778,1
hmmm,1779,1
psychic,1780,1
opens,1781,1
swallows,1782,1
received,1783,1
mood,1784,1
questioned,1785,1
marcus,1786,1
denied,1787,1
alibi,1788,1
gee,1789,1
al,1790,1
raincoat,1791,1
paint,1792,1
.but,1793,1
visit,1794,1
campus,1795,1
took,1796,1
boss,1797,1
teddy,1798,1
milo,1799,1
either,1800,1
.why,1801,1
lyle,1802,1
barton,1803,1
kiss,1804,1
chopsticks,1805,1
toast,1806,1
gets,1807,1
test,1808,1
history,1809,1
dish,1810,1
gimme,1811,1
coordinates,1812,1
surprised,1813,1
guest,1814,1
tried,1815,1
danny,1816,1
convince,1817,1
coke,1818,1
.do,1819,1
overnight,1820,1
sent,1821,1
implying,1822,1
definitely,1823,1
flags,1824,1
meant,1825,1
early,1826,1
gary,1827,1
hanging,1828,1
wall,1829,1
longitude,1830,1
degrees,1831,1
commitment,1832,1
entry,1833,1
phil,1834,1
lisa,1835,1
pet,1836,1
rep,1837,1
compulsive,1838,1
frame,1839,1
prison,1840,1
close,1841,1
